TRPER20141219A692.XML;2019-10-07;2019-10-07 21:23:37;105;24;0100000919493800000000000000;5695;2014-12-19;12:14:26;0;0;0;0;0;12527;8672;25;0103;
TRPER20141219A692.XML;2019-10-07;2019-10-07 21:23:38;105;24;0100001016010400000000000000;823;2014-12-19;12:14:28;0;0;0;0;0;20838;8219;33;0103;
TRPER20141219A693.XML;2019-10-07;2019-10-07 21:23:39;105;24;0100001015429300000000000000;7637;2014-12-19;12:15:31;0;0;0;0;0;23604;8615;3;0103;
TRPER20141219A693.XML;2019-10-07;2019-10-07 21:23:39;105;24;0000000000000000000000000000;2797;2014-12-19;12:14:58;0;0;0;0;0;33084;2180;13;0103;
TRPER20141219A693.XML;2019-10-07;2019-10-07 21:23:40;105;24;0100000717876700000000000000;7887;2014-12-19;12:15:39;0;0;0;0;0;55560;8569;47;0103;
TRPER20141219A693.XML;2019-10-07;2019-10-07 21:23:40;105;24;0000000000000000000000000000;1812;2014-12-19;12:15:20;0;0;0;0;0;45582;9257;87;0103;
TRPER20141219A695.XML;2019-10-07;2019-10-07 21:23:43;105;24;0000000000000000000000000000;6211;2014-12-19;12:17:42;0;0;0;0;0;49205;5979;5;0103;
TRPER20141219A695.XML;2019-10-07;2019-10-07 21:23:43;105;24;0100000716873400000000000000;5334;2014-12-19;12:17:35;0;0;0;0;0;9377;1372;15;0103;
TRPER20141219A695.XML;2019-10-07;2019-10-07 21:23:43;105;24;0100000366095900000000000000;5776;2014-12-19;12:17:38;0;0;0;0;0;7486;7191;37;0103;
TRPER20141219A696.XML;2019-10-07;2019-10-07 21:23:44;105;24;0000000000000000000000000000;825;2014-12-19;12:18:20;0;0;0;0;0;20976;8219;33;0103;
TRPER20141219A696.XML;2019-10-07;2019-10-07 21:23:44;105;24;0000000000000000000000000000;5777;2014-12-19;12:18:48;0;0;0;0;0;7570;7191;37;0103;
TRPER20141219A696.XML;2019-10-07;2019-10-07 21:23:45;105;24;0000000000000000000000000000;8611;2014-12-19;12:16:21;0;0;0;0;0;33558;8352;43;0103;
TRPER20141219A696.XML;2019-10-07;2019-10-07 21:23:45;105;24;0000000000000000000000000000;8611;2014-12-19;12:18:01;0;0;0;0;0;33570;8352;43;0103;
TRPER20141219A697.XML;2019-10-07;2019-10-07 21:23:48;105;24;0100004232479400000000000000;3558;2014-12-19;12:19:38;0;0;0;0;0;22905;7431;21;0103;
TRPER20141219A698.XML;2019-10-07;2019-10-07 21:23:49;105;24;0100001053104600000000000000;6212;2014-12-19;12:20:36;0;0;0;0;0;49259;5979;5;0103;
TRPER20141219A698.XML;2019-10-07;2019-10-07 21:23:49;105;24;0100000677454600000000000000;1191;2014-12-19;12:20:01;0;0;0;0;0;49064;6547;11;0103;
TRPER20141219A698.XML;2019-10-07;2019-10-07 21:23:49;105;24;0000000000000000000000000000;2800;2014-12-19;12:20:06;0;0;0;0;0;33284;2180;13;0103;
TRPER20141219A698.XML;2019-10-07;2019-10-07 21:23:50;105;24;0100000980938900000000000000;2796;2014-12-19;12:20:02;0;0;0;0;0;29909;6291;23;0103;
TRPER20141219A699.XML;2019-10-07;2019-10-07 21:23:53;105;24;0100000980217100000000000000;361;2014-12-19;12:20:48;0;0;0;0;0;48066;5304;27;0103;
TRPER20141219A699.XML;2019-10-07;2019-10-07 21:23:54;105;24;0000000000000000000000000000;362;2014-12-19;12:21:08;0;0;0;0;0;48363;5304;27;0103;
TRPER20141219A699.XML;2019-10-07;2019-10-07 21:23:54;105;24;0100000847112800000000000000;826;2014-12-19;12:21:01;0;0;0;0;0;21032;8219;33;0103;
TRPER20141219A699.XML;2019-10-07;2019-10-07 21:23:56;105;24;0000000000000000000000000000;3927;2014-12-19;12:20:56;0;0;0;0;0;51919;2295;69;0103;
TRPER20141219A699.XML;2019-10-07;2019-10-07 21:23:56;105;24;0000000000000000000000000000;8065;2014-12-19;12:21:43;0;0;0;0;0;48538;6721;81;0103;
TRPER20141219A700.XML;2019-10-07;2019-10-07 21:23:57;105;24;0000000000000000000000000000;6213;2014-12-19;12:22:37;0;0;0;0;0;49323;5979;5;0103;
TRPER20141219A700.XML;2019-10-07;2019-10-07 21:23:57;105;24;0100000654354600000000000000;5335;2014-12-19;12:22:31;0;0;0;0;0;9524;1372;15;0103;
TRPER20141219A700.XML;2019-10-07;2019-10-07 21:23:58;105;24;0000000000000000000000000000;827;2014-12-19;12:22:02;0;0;0;0;0;21094;8219;33;0103;
TRPER20141219A700.XML;2019-10-07;2019-10-07 21:23:58;105;24;0000000000000000000000000000;5779;2014-12-19;12:22:28;0;0;0;0;0;7709;7191;37;0103;
